chr7	143020800	143021000	15	0.12585	1	(15,15)	1	0.159436	400830	CLCN1	7582	CLCN1	0
chr7	33853800	33854000	15	0.13604	1	(7,15)	1	0.187269	400211	RP11-89N17.4	-11033	RP11-89N17.4	-11033
chr17	74364400	74364600	15	0.147139	1	(7,15)	1	0.211302	398965	SPHK1	-8142	PRPSAP1	0
chr11	66838600	66838800	15	0.12802	1	(1,15)	1	0.185631	400273	RHOD	14241	RHOD	0
chr20	47963600	47963800	15	0.0903607	1	(5,15)	1	0.186817	400236	RP4-791K14.2	28589	KCNB1;RP4-791K14.2	0
chr2	20308200	20308400	15	0.114533	1	(5,15)	1	0.161704	400819	AC098828.2	-1611	AC098828.2	-1611
chr6	43810000	43810200	15	0.0917841	1	(7,15)	1	0.186376	400259	RP11-344J7.4	9854	RP11-344J7.3	0
chr14	67390800	67391000	15	0.137773	1	(5,15)	1	0.196631	399824	RP11-862P13.1	45533	GPHN	0
chr16	74761600	74761800	15	0.142084	1	(5,15)	1	0.211221	398969	AC009132.1	-19309	FA2H	0
chr17	4349800	4350000	15	0.127268	1	(5,15)	1	0.16878	400753	SPNS3	12818	SPNS3	0
chr11	125172800	125173000	15	0.130293	1	(15,15)	1	0.164706	400811	RNU6-321P	25353	PKNOX2	0
chr1	12622800	12623000	15	0.150175	1	(15,15)	1	0.207813	399179	RNU6ATAC18P	7100	DHRS3	4939
chr11	69049800	69050000	15	0.144543	1	(15,15)	1	0.197133	399803	MYEOV	-11605	MYEOV	-11605
chr4	84541200	84541400	15	0.133826	1	(15,15)	1	0.172722	400653	Y_RNA	16043	GPAT3	14173
chr7	28972600	28972800	15	0.133578	1	(15,15)	1	0.173458	400619	AC005013.5	-24483	TRIL	20174
chr7	979000	979200	15	0.140273	1	(15,15)	1	0.187735	400177	ADAP1	6252	ADAP1;COX19	0
chr8	142091000	142091200	15	0.136566	1	(15,15)	1	0.179901	400440	RP11-128L5.1	25612	RP11-128L5.1	20306
chr12	110487000	110487200	15	0.136183	1	(2,15)	1	0.224006	397431	C12orf76	0	C12orf76	0
chr21	41029800	41030000	15	0.140327	1	(2,15)	1	0.222569	397820	B3GALT5	0	B3GALT5;AF064860.5	0
chr14	90317400	90317600	15	0.111427	1	(7,15)	1	0.188679	400128	RAB42P1	-40872	RP11-33N16.3;EFCAB11	0
chr8	131262200	131262400	15	0.111427	1	(7,15)	1	0.188679	400127	SNORA12	86983	ASAP1	0
chr1	231887800	231888000	15	0.145004	1	(4,15)	1	0.214247	398666	RNU5A-5P	81420	TSNAX-DISC1;DISC1	0
chr2	8740200	8740400	15	0.11218	1	(7,15)	1	0.187086	400216	SNRPEP5	-2812	AC011747.6	622
chr6	134288400	134288600	15	0.11298	1	(7,15)	1	0.185579	400274	TBPL1	14068	TBPL1	0
chr5	138198600	138198800	15	0.15333	1	(9,15)	1	0.248834	390651	LRRTM2	12179	CTNNA1	0
chr2	45969000	45969200	15	0.117756	1	(7,15)	1	0.179448	400465	U51244.2	-66386	PRKCE	0
chr10	133738200	133738400	15	0.144692	1	(9,15)	1	0.214341	398660	PPP2R2D	-15133	PPP2R2D	-9555
chr7	108052800	108053000	15	0.139209	1	(14,15)	1	0.192591	400012	NRCAM	43765	NRCAM	0
chr4	6672200	6672400	15	0.140758	1	(14,15)	1	0.192299	400017	AC093323.3	-2778	RP11-539L10.3	52
chr2	233230200	233230400	15	0.122618	1	(7,15)	1	0.176448	400549	RP11-762N20.1	-2886	RP11-762N20.1	-2886
chr8	121752200	121752400	15	0.122618	1	(7,15)	1	0.176448	400548	RP11-713M15.1	-21093	SNTB1	0
chr1	23207000	23207200	15	0.12545	1	(7,15)	1	0.175684	400560	MIR4253	-17282	EPHB2	0
chr2	227548200	227548400	15	0.149528	1	(7,15)	1	0.228482	396688	MIR5702	-24692	MIR5702	-24692
chr8	10483600	10483800	15	0.200087	1	(7,15)	1	0.33258	362469	RP1L1	28812	RP1L1	0
chr10	63789200	63789400	15	0.135787	1	(15,15)	1	0.173344	400622	ARID5B	-19570	ARID5B	0
chr1	172359200	172359400	15	0.135787	1	(15,15)	1	0.173344	400621	RNU6-157P	23521	DNM3;PIGC	0
chr15	80756600	80756800	15	0.135324	1	(15,15)	1	0.170724	400694	RP11-210M15.1	-19108	ARNT2	0
chr17	756200	756400	15	0.141901	1	(15,15)	1	0.187588	400185	NXN	10937	NXN	0
chr18	44448000	44448200	15	0.172857	1	(15,15)	1	0.250607	390187	RP11-687F6.4	-14156	PIAS2	0
chr19	6505200	6505400	15	0.141901	1	(15,15)	1	0.187588	400184	TUBB4A	-2606	TUBB4A	-2342
chr21	44737400	44737600	15	0.137571	1	(15,15)	1	0.17738	400512	LINC00322	14319	LINC00322	4697
chr5	81276600	81276800	15	0.162783	1	(15,15)	1	0.228276	396716	AC114969.1	2532	ATG10	0
chr3	123992200	123992400	15	0.126977	1	(7,15)	1	0.175506	400565	RPL7P15	-120291	KALRN	0
chr6	116740000	116740200	15	0.130266	1	(7,15)	1	0.17559	400563	CBX3P9	34528	DSE	0
chr11	72937000	72937200	15	0.0922652	1	(7,15)	1	0.211113	398980	P2RY2	7499	P2RY2	0
chr1	230907200	230907400	15	0.12299	1	(5,15)	1	0.181355	400405	RP11-99J16__A.2	23483	RP11-99J16__A.2;CAPN9	0
chr15	90721600	90721800	15	0.126393	1	(7,15)	1	0.164584	400812	SEMA4B	-6395	SEMA4B	0
chr17	45400200	45400400	15	0.134844	1	(7,15)	1	0.183493	400343	THCAT158	579	RP11-290H9.2;THCAT158	0
