chr2	232576800	232577000	3	11.9174	1	12.0348	PTMA	2310	PTMA	0
chr10	3823800	3824000	3	12.0009	1	12.0298	KLF6	3385	KLF6	0
chr1	150548000	150548200	3	11.9675	1	12.0289	ADAMTSL4-AS1	-973	MCL1	0
chr22	50356800	50357000	3	11.8507	1	12.0158	PIM3	2640	PIM3	0
chr16	30079000	30079200	3	11.884	1	11.9924	ALDOA	1903	ALDOA	0
chr19	54706200	54706400	3	11.8674	1	11.9728	RPS9	1173	RPS9	0
chr19	14627000	14627200	3	11.784	1	11.9667	DNAJB1	2032	DNAJB1	0
chr8	146016400	146016600	3	11.834	1	11.9547	RPL8	1136	RPL8	0
chr12	46763000	46763200	3	11.834	1	11.9526	SLC38A2	1372	SLC38A2	0
chr14	102551800	102552000	3	11.834	1	11.9286	HSP90AA1	1528	HSP90AA1	0
chr7	26236800	26237000	3	11.8007	1	11.9012	HNRNPA2B1	3366	HNRNPA2B1	0
chr22	39918800	39919000	3	11.7174	1	11.8869	ATF4	2232	ATF4	111
chr11	10828200	10828400	3	11.7507	1	11.875	EIF4G2	442	EIF4G2	0
chr1	234743000	234743200	3	11.7174	1	11.8746	RP4-781K5.2	247	IRF2BP2;RP4-781K5.2	0
chr19	49377400	49377600	3	11.7007	1	11.8679	PPP1R15A	1752	PPP1R15A	0
chr17	56082600	56082800	3	11.7507	1	11.843	RP11-159D12.5	0	RP11-159D12.5;SRSF1	0
chr7	5566600	5566800	3	11.7673	1	11.8246	AC006483.1	1017	ACTB	0
chr2	85768800	85769000	3	11.7007	1	11.8096	MAT2A	2036	MAT2A	0
chr6	31805400	31805600	3	11.6341	1	11.7857	SNORD52	548	C6orf48	0
chr19	1439800	1440000	3	11.6507	1	11.7827	CTB-25B13.5	-838	RPS15	0
chr19	1274800	1275000	3	11.4511	1	11.7627	C19orf24	-437	CIRBP	0
chr10	74034800	74035000	3	11.5675	1	11.7424	RP11-442H21.2	738	DDIT4;RP11-442H21.2	0
chr2	217365000	217365200	3	11.5842	1	11.7344	RPL37A	1138	RPL37A	0
chr19	1271000	1271200	3	11.3846	1	11.6992	CIRBP-AS1	-761	CIRBP	0
chr17	37007800	37008000	3	11.4677	1	11.689	SNORA21	0	RPL23;SNORA21	0
chr1	35655800	35656000	3	11.501	1	11.687	SFPQ	2749	SFPQ	0
chr19	55899000	55899200	3	11.4012	1	11.6861	RPL28	1276	RPL28	0
chr11	8705800	8706000	3	11.4345	1	11.6622	RPL27A	0	RPL27A;SNORA3	0
chr11	62621200	62621400	3	11.4677	1	11.657	SNHG1	1246	SNHG1	0
chr6	31507600	31507800	3	11.3514	1	11.6471	DDX39B	513	DDX39B;ATP6V1G2-DDX39B	0
chr11	61732600	61732800	3	11.4345	1	11.6455	FTH1	1838	BEST1;FTH1	0
chr6	30584400	30584600	3	11.3514	1	11.6308	AL662800.1	-319	PPP1R10	0
chr19	18389600	18389800	3	11.1854	1	11.5629	JUND	2632	JUND	770
chr4	39458600	39458800	3	11.3514	1	11.5496	LIAS	-1407	RPL9	0
chr9	127622600	127622800	3	11.3016	1	11.5437	RPL35	1394	RPL35	0
chr16	29820000	29820200	3	10.9866	1	11.4866	AC009133.24	1	MAZ;AC009133.12;AC009133.24	0
chr9	128001600	128001800	3	11.1523	1	11.4747	HSPA5	1809	HSPA5	0
chr19	49992800	49993000	3	11.0362	1	11.46	SNORD32A	-222	RPL13A	0
chr6	44216600	44216800	3	11.1357	1	11.4354	HSP90AB1	998	HSP90AB1	0
chr6	133137400	133137600	3	11.1523	1	11.4299	SNORD100	-341	RPS12	0
chr19	42365600	42365800	3	11.0362	1	11.4255	RPS19	1085	RPS19	0
chr6	74227000	74227200	3	11.1688	1	11.4216	EEF1A1	3541	EEF1A1	0
chr1	11074000	11074200	3	10.5403	1	11.3863	TARDBP	216	TARDBP;RP4-635E18.9	0
chr4	83348200	83348400	3	11.0694	1	11.3815	HNRNPDL	2150	HNRNPDL	0
chr11	66407600	66407800	3	10.8542	1	11.3703	RBM4	1195	RBM14-RBM4;RBM4	0
chr20	42087800	42088000	3	11.0362	1	11.349	SRSF6	1233	SRSF6	0
chr19	17972400	17972600	3	10.9203	1	11.3358	SNORA68	-797	RPL18A	0
chr9	139620600	139620800	3	10.2603	1	11.3141	SNHG7	135	SNHG7	0
chr20	2634800	2635000	3	10.8376	1	11.2994	SNORD110	0	NOP56;SNORD110	0
chr17	74730400	74730600	3	10.9534	1	11.275	RP11-318A15.7	1341	RP11-318A15.7;SRSF2	0
chr9	136216200	136216400	3	10.8046	1	11.255	SNORD24	0	RPL7A;SNORD24	0
chr12	6645400	6645600	3	10.5733	1	11.2464	GAPDH	-171	GAPDH	0
chr3	156875800	156876000	3	10.8376	1	11.2161	CCNL1	1883	CCNL1	0
chr20	34327400	34327600	3	10.9203	1	11.2122	RBM39	2273	RBM39	0
chr19	49120400	49120600	3	10.4085	1	11.1943	RPL18	1820	RPL18	0
chr6	74229200	74229400	3	10.6724	1	11.1789	EEF1A1	1341	EEF1A1	0
chr17	27048600	27048800	3	10.6889	1	11.1771	SNORD4A	-800	RPL23A;AC010761.8	0
chr12	53777200	53777400	3	9.99737	1	11.1417	SP1	2778	SP1	0
chr1	45243000	45243200	3	10.6724	1	11.1288	SNORD38A	-315	RPS8	0
chr2	3624200	3624400	3	10.6228	1	11.0806	RPS7	1253	RPS7	0
chr1	28835600	28835800	3	10.3755	1	11.0549	SNORA73B	530	RCC1;SNHG3	0
chr5	177633400	177633600	3	10.1945	1	11.0522	HNRNPAB	1829	HNRNPAB	0
chr6	35437800	35438000	3	10.5074	1	11.049	RPL10A	1616	RPL10A	0
chr9	130549600	130549800	3	10.4579	1	11.0285	CDK9	1273	CDK9	0
chr9	130211600	130211800	3	10.5568	1	11.0101	SNORA65	-692	RPL12	0
chr19	5692000	5692200	3	10.1945	1	10.992	RPL36	1674	LONP1	0
chr7	99697200	99697400	3	10.3261	1	10.9859	MCM7	1003	MCM7	0
chr9	140136800	140137000	3	10.0466	1	10.9299	TUBB4B	1136	TUBB4B	0
chr2	43450600	43450800	3	10.2438	1	10.8948	ZFP36L2	2948	ZFP36L2	0
chr2	101620400	101620600	3	10.4744	1	10.892	RPL31	1248	RPL31	0
